,Actual Text,Generated Text
642,रिपोर्ट के अनुसार सात साल में कुल उम्मीदवारों और सांसदों-विधायकों ने पार्टियां बदलीं और चुनाव लड़े कांग्रेस के बाद बहुजन समाज पार्टी दूसरी ऐसी पार्टी रही जिसे सबसे अधिक उम्मीदवारों और सांसदों-विधायकों ने छोड़ा ,पिछले सात वर्षों में भारतीय जनता पार्टी ने कांग्रेस को पछाड़ दिया है और इसी अवधि में बीजेपी सबसे अधिक फायदे में हुई है.
643,भारतीय मिग- बाइसन विमान राजस्थान के सुरतगढ़ में मंगलवार को क्रेश हो गया क्रेश के दौरान विमान में से पायलट समय रहते इजेक्ट होने में सफल रहा ,भारतीय वायुसेना का मिग - बाइसन विमान राजस्थान के सुरतगढ़ में मंगलवार को क्रेश हो गया है.
644,सूत्रों ने बताया कि कांग्रेस अध्यक्ष सोनिया गांधी ने रविवार शाम चार बजे सीडब्ल्यूसी की बैठक बुलाई है कांग्रेस की शीर्ष नीति निर्धारक इकाई सीडब्ल्यूसी की बैठक ऐसे समय होने जा रही है जब कांग्रेस ने पंजाब में सत्ता गंवा दी और उत्तर प्रदेश उत्तराखंड गोवा और मणिपुर में भी उसे करारी हार का सामना करना पड़ा है ,कांग्रेस की शीर्ष नीति निर्धारक इकाई सीडब्ल्यूसी की बैठक में हार के कारणों की समीक्षा होने जा रही है
645,इस बीच भारत का विदेश मंत्रालय यूक्रेन में फंसे नागरिकों को स्वदेश लाने के लिये रक्षा मंत्रालय के साथ संपर्क में है भारतीय वायुसेना के विमान वहां से भारतीय नागरिकों को निकालने के लिये तैयार हैं ,यूक्रेन में फंसे सभी भारतीय नागरिकों को सलाह दी है कि वे अपने वाहनों पर तिरंगा चिपकाएं
646,दर्शनकारी किसान संगठन नये कृषि कानूनों को लेकर दिसंबर को वार्ता के अगले दौर को लेकर सरकार के एक प्रस्ताव पर सिद्धांतत सहमत हो गए लेकिन उन्होंने कहा कि केंद्र को अपने निमंत्रण में बैठक के एजेंडे के बारे में बताना चाहिए ,नए कृषि कानूनों के खिलाफ प्रदर्शन कर रहे किसानों ने केंद्र सरकार के साथ वार्ता के अगले दौर को लेकर स्वीकार कर लिया है.
647,पंजाब के मुख्यमंत्री अमरिंदर सिंह ने मंगलवार को केंद्रीय गृहमंत्री अमित शाह से मुलाकात की और उनसे किसानों के लंबे समय से चल रहे आंदोलन के सामाजिक आर्थिक और सुरक्षा प्रभावों का हवाला देते हुए तीनों कृषि कानूनों को वापस लेने की अपील की अब वह बुधवार को पीएम मोदी से भी मिल सकते हैं ,पंजाब के मुख्यमंत्री अमरिंदर सिंह ने तीन कृषि कानूनों को वापस लेने की अपील की है अब वह बुधवार को प्रधानमंत्री नरेंद्र मोदी से भी मिल सकते हैं.
648,मुख्यमंत्री योगी आदित्यनाथ ने राज्य के सभी विभागों की कार्य संस्कृति को बेहतर बनाने पर जोर देते हुए गुरुवार सितंबर को सरकारी दफ्तरों को समयबद्ध ढंग से ई-ऑफिस प्रणाली से जोड़ने के निर्देश दिए ,लखनऊ मुख्यमंत्री योगी आदित्यनाथ ने राज्य के सभी विभागों की कार्य संस्कृति को बेहतर बनाने पर जोर देते हुए गुरुवार सितंबर को सरकारी दफ्तरों को समयबद्ध ढंग से ई-ऑफिस प्रणाली से जोड़ने के निर्देश
649,रूस की राजधानी मॉस्को में हुई मुलाकात के बाद गुरुवार को भारत के विदेश मंत्री एस जयशंकर और चीन के विदेश मंत्री वांग यी एक बार फिर आमने-सामने थे ,भारत और चीन के विदेश मंत्रियों के बीच मॉस्को में हुई वर्चुअल मीटिंग में दोनों देशों के नेताओं ने सहमति व्यक्त की थी कि सीमा क्षेत्र में मौजूदा तनाव को कम करना चाहिए जिसमें मतभेदों का संघर्ष में नहीं बदलने दे
650,सुप्रीम कोर्ट के जज जस्टिस मोहन एम शांतनागोदर का निधन हो गया है वह वर्ष के थे जानकारी के मुताबिक गुरुग्राम के प्राइवेट अस्पताल में उन्होंने आखिरी सांस ली सू,नई दिल्ली सुप्रीम कोर्ट के जज जस्टिस मोहन एम शांतनागोदर का निधन हो गया है.
651,केंद्रीय मंत्री रामविलास पासवान का निधन हो गया है उनके बेटे चिराग पासवान ने इसकी जानकारी दी वर्ष की उम्र में उन्होनें अंतिम सांसे ली वह कई दिनों से बिमारी के कारण अस्पताल में भर्ती थे ,नई दिल्ली के केंद्रीय मंत्री रामविलास पासवान का निधन हो गया है जिनकी उम्र 88 वर्ष थी
652,भाजपा अध्यक्ष जेपी नड्डा के काफिले पर गुरुवार को हुए हमले के बाद भारतीय जनता पार्टी आक्रामक मुद्रा में आ चुकी है भारतीय जनता पार्टी की पश्चिम बंगाल इकाई के अध्यक्ष दिलीप घोष ने सोशल मीडिया पर एक पोस्ट डाला है जिसमें उन्होंने टीएमसी सरकार और ममता बनर्जी को एक तरह से सीधे चुनौती दी है ,कोलकाता में भारतीय जनता पार्टी अध्यक्ष जेपी नड्डा के काफिले पर गुरुवार को हुए हमले के बाद भाजपा ने तृणमूल कांग्रेस सरकार और ममता बनर्जी को सीधे चुनौती दी है.
653,दरअसल हरयाणा के जिलों करनाल जींद पानीपत कैथल और कुरुक्षेत्र में इंटरनेट सेवाओं पर पहले रोक लगी हुई थी हालांकि जिलों में सामान्य रूप से नेट चालू हो चुका है लेकिन करनाल में अभी भी इंटरनेट सेवाओ पर रोक बरकरार है ,नई दिल्ली करनाल लघु सचिवालय के बाहर किसानों के प्रदर्शन को देखते हुए इलाके में इंटरनेट सेवा पर प्रतिबंध लगा दिया गया है इस वजह से सरकारी दफ्तरों और घरों में वाईफाई लगा हुई है.
654,प्रधानमंत्री नरेंद्र मोदी अपने गृह राज्य गुजरात की दो दिवसीय यात्रा पर हैं पंचायती राज संस्थाओं के निर्वाचित प्रतिनिधियों की एक रैली को संबोधित करते हुए शुक्रवार को पीएम मोदी ने कहा कि ये बापू की धरती है ये सरदार पटेल की धरती है बापू ने हमेशा ग्रामीण विकास की आत्मनिर्भर गांव की सशक्त गांव की बात कही है ,प्रधानमंत्री नरेंद्र मोदी ने गुजरात की दो दिवसीय यात्रा पर सरदार वल्लभ भाई पटेल के सपनों को पूरा करने के लिए प्रतिबद्धता जताई है.
655,कांग्रेस के पूर्व अध्यक्ष राहुल गांधी ने प्रधानमंत्री नरेंद्र मोदी के परीक्षा पर चर्चा कार्यक्रम की पृष्ठभूमि में उन पर कटाक्ष करते हुए कहा कि खर्चा पर भी चर्चा होनी चाहिए ,कांग्रेस के पूर्व अध्यक्ष राहुल गांधी ने प्रधानमंत्री नरेंद्र मोदी के परीक्षा पर चर्चा कार्यक्रम की पृष्ठभूमि में उन पर कटाक्ष किया है.
656,बीजेपी सांसद सुरेश गोपी ने दावा किया है कि वापस लिए गए कृषि कानून जल्द ही वापस लाए जाएंगे सुरेश गोपी ने कहा कि देश के असली किसान इन कानूनों को चाहते हैं ,भारतीय जनता पार्टी के सांसद सुरेश गोपी ने दावा किया है कि प्रधानमंत्री नरेंद्र मोदी ने कृषि कानून वापस लिए जाने से बेहद नाराज हैं.
657,वीरभद्र सिंह के अंतिम दर्शन के लिए आज उनकी पार्थिव देह को शिमला के रिज मैदान पर रखा गया है और वहीं पर भारतीय जनता पार्टी के राष्ट्रीय अध्यक्ष जेपी नड्डा ने उन्हें अपनी श्रद्धांजलि अर्पित की और उनके परिवार के लोगों से मुलाकात की ,हिमाचल प्रदेश के पूर्व मुख्यमंत्री और वरिष्ठ कांग्रेस नेता वीरभद्र सिंह का गुरुवार सुबह शिमला में निधन हो गया है.
658,उत्तर प्रदेश यूपी में साल की शुरुआत में होने वाले विधानसभा चुनाव के लिए जहां सभी राजनीतिक दलों ने तैयारियां करनी शुरू कर दी हैं वहीं कांग्रेस खुद से ही लड़ने में व्यस्त है ,लखनऊ कांग्रेस पार्टी में जहां एक ओर राजस्थान के बाद अब उत्तर प्रदेश में भी अंदरूनी कलह सामने आ रही है वहीं राजनीतिक दलों के भीतर भी यह नया दौर शुरू हो गया है.
659,मेघालय सरकार ने यह जानकारी राष्ट्रीय मानवाधिकार आयोग एनएचआरसी को दी है मेघालय सरकार ने एनएचआरसी को सौंपी गई अपनी कार्रवाई रिपोर्ट में इसका कारण बताया है एनएचआरसी ने हाल ही में मेघालय में अधिक संख्या में नवजात शिशुओं और प्रसूताओं की मौत दर्ज की थी ,शिलांग मेघालय में कोरोना वायरस संक्रमण के डर से अस्पतालों में प्रसव कराने से महिलाओं के इनकार के चलते नवजात शिशुओं और माताओं की मौत हो गई है.
660,जिसके बाद कांग्रेस कार्यकर्ता एकत्रित होकर गांधी चौक पर आ पहुंचे जहां उन्होंने इसके विरोध में धरना प्रदर्शन दिया साथ ही आरोपी की तुरंत गिरफ्तारी की मांग भी की ,उत्तर प्रदेश के भदोही में बीती शनिवार रात को नशे में धुत एक व्यक्ति ने शहर के चौराहे पर स्थित राष्ट्रपिता महात्मा गांधी की प्रतिमा को खंडित करने के बाद वहां से फरार हो गया.
661,उत्तर प्रदेश के मुख्यमंत्री योगी आदित्यनाथ ने सोमवार को कोविड- प्रबंधन हेतु गठित टीम- के अध्यक्षों के साथ वर्चुअल माध्यम से बैठक कर आवश्यक दिशा-निर्देश दिए ,उत्तर प्रदेश में रेमडेसिविर जैसी जीवनरक्षक दवाओं की कालाबाजारी बड़ा अपराध है इसमें संलिप्त व्यक्तियों के विरुद्ध गैंगस्टर एक्ट के अंतर्गत कठोरतम कार्रवाई की जाए
662, देश के उत्तर पूर्वी राज्य मणिपुर में देर रात भूकंप के तगड़े झटके महसूस किए गए रिक्टर पैमाने पर भूकंप की तीव्रता आंकी गई ,भारत के उत्तर पूर्वी राज्य मणिपुर में सोमवार देर रात भूकंप के तगड़े झटके महसूस किए गए
663,सुरक्षा बलों ने शुक्रवार को जम्मू एवं कश्मीर के राजौरी जिले में एक आतंकवादी ठिकाने का भंडाफोड़ किया जहां से हथियार और गोला-बारूद बरामद किए गए ,जम्मू एवं कश्मीर के राजौरी जिले में शुक्रवार को एक आतंकवादी ठिकाने का भंडाफोड़ किया गया जहां से हथियार और गोला-बारूद बरामद किए गए हैं.
664,देशभर में पिछले घंटे में कोरोना के नए मामले सामने आए हैं वहीं लोगों की मौत हुई है इलाज करा रहे मरीजों की संख्या घटकर हो गई है शुक्रवार को नए केस मिले थे ,देशभर में पिछले घंटे में कोरोना वायरस के नए मामले सामने आए हैं वहीं लोगों की मौत हुई है जबकि इलाज करा रहे मरीजों का रेट घटकर हो गया है.
665,घटना स्थल के पास के पूरे इलाके में सुरक्षा के लिहाज से आवाजाही पर रोक लगा दी गई है ट्रैफिक को बिल्कुल सीमित कर दिया गया है ,जम्मू-कश्मीर के कुलगाम में सुरक्षाबलों ने बुधवार को बड़ी आतंकी घटना को नाकाम करते हुए लश्कर-ए-तैयबा के दो सहयोगियों को गिरफ्तार किया और इनके कब्जे से दो आईईडी बरामद कि
666,प्रारंभिक जांच के दौरान मिले सबूतों पर पुलिस ने डॉक्टर के दो पूर्व कर्मचारियों को हिरासत में लिया और उनसे बच्चे के अपहरण में उनकी कथित भूमिका के बारे में पूछताछ की ,बुलंदशहर पुलिस ने लापता डॉक्टर के साल के बेटे का शव बरामद कर लिया है.
667,मुख्यमंत्री योगी आदित्यनाथ ने कहा कि जो चंद लोग भारत के खिलाफ वातावरण खड़ा करते हैं उन्हें जूठन के रूप में चंद पैसे मिल जाते हैं लेकिन दुनिया में इनकी कदर कुछ भी नहीं ,उत्तर प्रदेश के मुख्यमंत्री योगी आदित्यनाथ ने कहा है कि सेक्युलरिज्म शब्द भारत की समृद्ध परंपराओं को आगे बढ़ाने में सबसे बड़ी बाधा और खतरा है
668,प्रधानमंत्री नरेंद्र मोदी ने आईआईटी ग्लोबल समिट को संबोधित करते हुए शुक्रवार को कहा कि भारत बदलावों का गवाह बन रहा है जिन चीजों के बारे में हमने कभी सोचा भी नहीं था वे काम अब तेजी से पूरे हो रहे हैं ,भारत के प्रधानमंत्री नरेंद्र मोदी ने शुक्रवार को आईआईटी ग्लोबल समिट को संबोधित करते हुए कहा कि कोई भी क्षेत्र सुधारों से वंचित नहीं रहा है.
669,अपने बचाव में रिया ने दावा किया है कि उसे घर छोड़ने के लिए सुशांत ने कहा था और वह खुद सुशांत की मेंटल हेल्थ के चलते दिक्कतों का सामना कर रही थी रिया ने कहा कि उसने मुंबई पुलिस को इस बारे में बताया था ,अभिनेता सुशांत सिंह राजपूत की रहस्यमयी मौत के मामले में ने शुक्रवार को मुंबई में रिया चक्रवर्ती से पूछताछ शुरू कर दी है.
670,अदाणी ग्रुप के चेयरमैन ने ब्रिटिश प्रधानमंत्री को आगामी इंडिया-यूके क्लाइमेट साइंस एन्ड टेक्नोलॉजी समिट के लिए भी न्योता दिया है जिसे अदाणी ग्रुप ने सपोर्ट किया है ,भारतीय उद्योगपति गौतम अदाणी ने ब्रिटेन के प्रधानमंत्री बोरिस जॉनसन के साथ बैठक में ऊर्जा बदलाव और रक्षा क्षेत्र में सहयोग पर चर्चा की है.
671,असम और मेघालय के बीच चल रहा सीमा विवाद आज सुलझा लिया गया है दिल्ली में केंद्रीय गृह मंत्री अमित शाह की मौजूदगी में कोनराड संगमा और सीएम हेमंत बिस्वा सरमा ने एक नए सीमा समझौते पर हस्ताक्षर किए हैं दोनों राज्यों के बीच चल रहे जगहों की सीमा विवाद है जिसमें से आज जगहों के सीमा विवाद को सुलझा लिया गया है ,केंद्रीय गृह मंत्री अमित शाह ने असम और मेघालय के बीच साल पुराना लंबित सीमा विवाद को सुलझाने की घोषणा की है.
672,दुख की बात ये है कि कोरोना संक्रमण के कारण पिछले घंटों में लोगों की मौत हो गई है स्वास्थ्य मंत्रालय द्वारा जारी किए गए ताजा आंकड़ों के बाद देश में अबतक सामने आए कोरोना के कुल मामले बढ़कर करोड़ लाख हजार हो गए हैं ,भारत में कोरोना संक्रमण की दूसरी लहर की रफ्तार लगातार कमजोर पड़ती जा रही है.
673,उत्तर प्रदेश में आज कोरोना के मामलों में कुछ कमी देखने को मिली है राज्य के स्वास्थ्य विभाग की तरफ से जारी किए गए आंकड़ों के अनुसार पिछले घंटों के दौरान उत्तर प्रदेश में कोरोना वायरस के से कम मामले देखने को को मिले हैं ,उत्तर प्रदेश में कोरोना वायरस की वजह से मरने वालों की संख्या लगातार बढ़ती जा रही है जबकि स्वास्थ्य विभाग की तरफ से जारी किए गए आंकड़ों के अनुसार राज्य में पिछले घंटों में कोविड-19 के से कम मामले देखने को को
674,तिरुपति में तेलुगु देशम पार्टी तेदेपा के प्रमुख एन चंद्रबाबू नायडू की एक चुनावी रैली में शरारती तत्वों द्वारा पत्थर फेंकने की घटना सामने आई है पूर्व मुख्यमंत्री ने इस घटना को राजनीतिक षड्यंत्र करार दिया और घटनास्थल पर धरना दिया ,अमरावती तिरुपति में तेलुगु देशम पार्टी के प्रमुख एन चंद्रबाबू नायडू की एक चुनावी रैली में शरारती तत्वों द्वारा पत्थर फेंकने की घटना सामने आई है
675,उत्तर प्रदेश में पिछले घंटों के दौरान कोविड- संक्रमित और लोगों की मौत हो गई तथा नए मरीजों में संक्रमण की पुष्टि हुई ,उत्तर प्रदेश में कोरोना वायरस के संक्रमण से मरने वालों की संख्या लगातार बढ़ती जा रही है
676,भारत में में साइबर अपराध के मामले दर्ज किए गए जो उसके पिछले वर्ष दर्ज मामलों की तुलना में फीसदी अधिक हैं ,भारत में साइबर अपराध की दर प्रति एक लाख की आबादी पर घटनाओं की तुलना में फीसदी अधिक है साथ ही सोशल मीडिया पर फर्जी सूचना के मामले सामने आए जो उसके पिछले वर्ष दर्ज मामलों की
677,एनआईए के एक अधिकारी ने बताया कि कराची के रहने वाले मोहम्मद आमिर को गैर कानून गतिविधि रोकथास कानून शस्त्र अधिनियम विस्फोटक पदार्थ अधिनियम विदेशी अधिनियम भारतीय वायरलेस टेलीग्राफी अधिनियम और भारतीय दंड संहिता की संबंधित धाराओं के तहत सजा सुनाई गई है ,नयी दिल्ली राष्ट्रीय अन्वेषण अभिकरण (एनआईए) की एक विशेष अदालत ने लश्कर- ए-तैयबा के पाकिस्तानी आतंकवादी मोहम्मद आमिर को भारत में विभिन्न स्थानों पर आतंकी हमले करने की साजिश रचने के जुर्म में
678,संसदीय कार्य मंत्री प्रह्लाद जोशी ने मीटिंग के बाद बताया कि पीएम मोदी ने कहा कि विपक्ष सहित सभी प्रतिनिधियों के सुझाव बहुत मूल्यवान हैं ,नई दिल्ली मानूसन सत्र से पहले आज प्रधानमंत्री नरेंद्र मोदी की अध्यक्षता में ऑल पार्टी मीटिंग का आयोजन किया गया जिसमें उन्होंने कहा कि किसान आंदोलन को हल करने के लिए सरकार तैयार है.
679,देश में कोरोना वायरस संक्रमण के तेजी से बढ़ते मामलों ने चिंताएं बढ़ा दी हैं बीते कुछ दिनों से कोरोना वायरस के लगातार बड़ी संख्या में मामले मिल रहे हैं हालांकि यह नए मामले जिलों में केंद्रित हैं ,भारत में कोरोना वायरस संक्रमण के तेजी से बढ़ते मामलों ने चिंताएं बढ़ा दी हैं.
680,नववर्ष के अवसर पर गोवर्धन में राजीव तिराहे पर उप निरीक्षक रामकिशन सिपाही अमित कुमार अनुज कुमार वाहन चालक अतेंद्र कुमार गश्त पर थे कि इसी दौरान एक तेज रफ्तार कार ने पुलिसकर्मियों को रौंद दिया ,उत्तर प्रदेश के मथुरा जनपद में शुक्रवार की रात गोवर्धन में तिराहे पर तैनात पुलिसकर्मियों को नववर्ष का जश्न मनाकर लौट रहे युवकों की कार ने रौंद दिया जिससे एक उप निरीक्षक की मौत हो गई तथा तीन सि
681,पंजाब सरकार ने यूपी सरकार से मुख्यमंत्री चरणजीत सिंह चन्नी के लखीमपुर खीरी दौरे के लिए हेलीकॉप्टर की एयरपोर्ट पर लैंडिंग की इजाजात मांगी है पंजाब सरकार के सिविल एविएशन के डायरेक्टर ने यूपी के एडिशनल चीफ सेक्रेटरी को चिट्ठी लिखी है ,उत्तर प्रदेश में लखीमपुर खीरी में हुई हिंसा के बाद अब राजनीतिक दलों और विपक्षी पार्टियों ने वहां जाने की कोशिश की है.
682,आईएमडी ने उत्तरपश्चिमी भारत में अगले तीन दिनों तक शीत लहर चलने का अनुमान जताया है और उसके बाद इससे राहत मिल सकती है अगले दो दिनों में उत्तराखंड के कुछ क्षेत्रों और पंजाब तथा हरियाणा में और दिसंबर को घना कोहरा छाए रहने का अनुमान है ,उत्तरपश्चिमी भारत में शीत लहर का प्रकोप जारी है और अगले तीन दिनों तक राहत मिलने के आसार नहीं हैं.
683,शुक्रवार को लगातार दूसरे दिन सिंघू बॉर्डर के आसपास से स्थानीय किसान वहां भारी संख्या में पहुंचे और विरोध प्रदर्शन कर रहे किसानों के विरोध में ही नारे लगाना शुरू कर दिए ,गणतंत्र दिवस पर ट्रैक्टर परेड के दौरान दिल्ली से सटे सिंघू बॉर्डर पर विरोध प्रदर्शन कर रहे किसानों ने शुक्रवार को स्थानीय लोगों को तिरंगा लेकर धरने पर बैठा और मांग की कि वो उन्हें खाली कराने के लिए
684,कांग्रेस अध्यक्ष सोनिया गांधी ने तो कई मौकों पर बिल्कुल साफ-साफ लफ्जों में कहा था कि किसान इसलिए गरीब है क्योंकि उसे फसल के सही दाम नहीं मिलते ,तीनों नए कृषि कानूनों को वापस लेने की मांग को लेकर किसान आंदोलन जारी रखने के लिए कांग्रेस और लेफ्ट सहित कई राजनीतिक दल दिल्ली के बॉर्डर पर बीते एक महीने से धरने पर हैं.
685,इत्र कारोबारी पीयूष जैन की कंपनी ने पिछले महीने समाजवादी इत्र को लॉन्च किया था खुद अखिलेश यादव ने सपा दफ्तर में ये इत्र लॉन्च किया था कानपुर के आनंदपुरी कॉलोनी में ये छापा पड़ा छापेमारी में अब तक करोड़ से ज्यादा कैश मिला है नोटों की गिनती लगातार चल रही है ,उत्तर प्रदेश में समाजवादी इत्र बनाने वाले कारोबारी पीयूष जैन के ठिकानों पर इनकम टैक्स की टीम ने एक बार फिर छापेमारी की है
686,घाटी में आतंकियों के खिलाफ ताबड़तोड़ कार्रवाई जारी है जिससे आतंकियों की कमर टूट गई है और आतंकी संगठनों के पास छिपने के अलावा कोई चारा नहीं बचा है सेना आतंकियों को ढूंढ-ढूंढकर मौत के घाट उतार रही है ,जम्मू और कश्मीर में आतंकियों के खिलाफ सैन्य कार्रवाई जारी है फिर भी आतंकी अपनी हरकतों से बाज नहीं आ रहे हैं.
687,ब्लूम्सबरी इंडिया ने शनिवार को फरवरी के दिल्ली दंगों से जुड़ी एक किताब का प्रकाशन नहीं करने की घोषणा की प्रकाशन संस्था ने यह घोषणा उनकी जानकारी के बिना किताब के बारे में एक ऑनलाइन कार्यक्रम का आयोजन किये जाने के बाद की ,नई दिल्ली ब्लूम्सबरी इंडिया ने शनिवार को फरवरी के दिल्ली दंगों से जुड़ी एक किताब का प्रकाशन नहीं करने की घोषणा की है.
688,आसपास के सभी प्रमुख मार्ग और राजमार्ग जैसे यमुना एक्सप्रेस-वे वेस्टर्न पेरीफेरल एक्सप्रेस-वे ईस्टर्न पेरीफेरल एक्सप्रेस-वे दिल्ली-मुम्बई एक्सप्रेस-वे तथा अन्य भी हवाई अड्डे से जोड़े जायेंगे ,उत्तर प्रदेश सरकार ने सोमवार को नोएडा अंतरराष्ट्रीय हवाई अड्डे के शिलान्यास का दावा किया है.
689,महिला पुलिस कर्मी के प्यार में पागल एक शख्स ने पत्नी दो बच्चों और दोस्त की हत्या के बाद खुद की मौत का स्वांग रच डाला ,ग्रेटर नोएडा में महिला पुलिस कर्मी के प्यार में पागल एक शख्स ने एक सनसनीखेज वारदात को अंजाम दिया उसने पत्नी दो बच्चों और दोस्त की हत्या के बाद खुद की मौत का स्वांग रच डाला लेकिन आखि
690,बरेली जिले के आंवला क्षेत्र में कथित रूप से अपहृत बेटी की बरामदगी के लिए दारोगा द्वारा मांगे गए एक लाख रुपए नहीं दे पाने पर एक व्यक्ति ने सोमवार को अपने घर में फांसी लगाकर खुदकुशी कर ली ,बरेली जिले के आंवला क्षेत्र में कथित रूप से अपहृत बेटी की बरामदगी के लिए दारोगा द्वारा मांगे गए एक लाख रुपए नहीं दे पाने पर एक व्यक्ति ने सोमवार को अपने घर में फांसी लगाकर खुदकुशी कर ली
691, जनवरी गणतंत्र दिवस पर सुरक्षा व्यवस्था के मद्देनजर श्रीनगर में सुरक्षा कोर समूह की बैठक आयोजित हुई बैठक में कश्मीर में सुरक्षा की स्थितियों पर विचार किया गया इस दौरान ले​फ्टिनेंट जनरल डीपी पांडे और जम्मू—कश्मीर पुलिस के डायरेक्टर जनरल दिलबाग सिंह भी मौजूद रहे ,भारत प्रशासित जम्मू-कश्मीर में गणतंत्र दिवस के मद्देनजर श्रीनगर में सुरक्षा कोर समूह की बैठक आयोजित हुई है जिसमें देश में आतंकवादी गतिविधियों की स्थिति पर विचार किया गया है.
692,यह इन्हीं का आइडिया था और केंद्र की मोदी सरकार के सामने इनको लेकर गए पहले पंजाब में लागू किया गया और मोदी सरकार को कहकर पूरे देश में लागू कराया गया ,चंडीगढ़ पंजाब कांग्रेस के अध्यक्ष नवजोत सिंह सिद्धू ने कहा है कि केंद्र की मोदी सरकार ने तीनों काले कानून लागू किए हैं और यह उनकी आत्मा है.
693,बुधवार दोपहर दक्षिण कश्मीर के कुलगाम जिले के चिम्मर इलाके में आतंकवादियों और सुरक्षा बलों के बीच हुई मुठभेड़ में दो आतंकवादी मारे गए,श्रीनगर जम्मू-कश्मीर के कुलगाम जिले में बुधवार को सुरक्षाबलों और चरमपंथियों की मुठभेड़ में दो आतंकवादी मारे गए हैं.
694, से जुड़ी राजनीति करने वाले राजनीतिक दल हमेशा से मानते आए हैं कि देश की जनसंख्या में सबसे ज्यादा हैं और इसीलिए सबसे ज्यादा आरक्षण के लिए ही तय किया गया है ,साल की होने वाली जनगणना में बिहार के मुख्यमंत्री नीतीश कुमार और राष्ट्रीय जनता दल सुप्रीमो लालू प्रसाद यादव भी एक साथ एक मंच पर खड़ा हो रहे हैं.
